Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S332425 173.6731 123.9912 8.956999999999999e-23 2.2669999999999996e-22 1.14e-21 0.0 134.95 0.0
S332426 173.6615 123.9959 2.167e-13 1.45e-13 4.845e-14 0.0 135.04 0.0
S332427 173.6692 123.9944 5.262e-17 4.607e-17 2.497e-17 0.0 134.81 0.0
S332428 173.6267 124.0873 2.413e-23 7.811e-23 6.461e-22 0.0 133.26 0.0
S332429 173.6669 124.001 3.894e-16 3.007e-16 1.274e-16 0.0 134.7 1.0
S332430 173.6447 124.0664 4.295e-19 5.697e-19 7.393e-19 0.0 133.3 0.0
S332431 173.6658 124.0065 3.097e-18 3.273e-18 2.779e-18 0.0 134.63 0.0
S332432 173.6669 123.9869 1.459e-20 2.3610000000000003e-20 4.617e-20 0.0 135.05 0.0
S332433 173.629 124.0701 1.771e-17 3.435e-17 9.423e-17 0.0 133.45 0.0
S332434 173.6761 123.9947 2.04e-19 2.844e-19 4.047e-19 0.0 134.74 0.0
S332435 173.6716 123.9857 7.634999999999999e-22 1.8e-21 7.774e-21 0.0 134.89 0.0
S332436 173.6213 124.084 2.89e-21 5.6880000000000004e-21 1.656e-20 0.0 133.41 0.0
S332437 173.666 124.0048 1.936e-17 3.49e-17 8.35e-17 0.0 134.68 0.0
S332438 173.677 123.9894 9.538e-18 9.396e-18 6.686e-18 0.0 134.81 0.0
S332439 173.6763 123.9909 1.149e-16 9.505e-17 4.653e-17 0.0 134.79 0.0
S332440 173.669 123.989 3.611e-19 4.316e-19 4.473e-19 0.0 134.93 0.0
S332441 173.6186 124.0717 6.186999999999999e-22 1.3210000000000001e-21 4.529e-21 0.0 133.68 0.0
S332442 173.6725 123.9985 2.7490000000000002e-21 1.912e-21 6.892999999999999e-22 0.0 134.93 0.0
S332443 173.6683 123.9938 2.188e-17 1.997e-17 1.175e-17 0.0 134.88 0.0
S332444 173.6168 124.0749 9.756e-23 2.615e-22 1.45e-21 0.0 133.68 0.0
S332445 173.6743 123.9955 1.9589999999999999e-22 5.277999999999999e-22 2.99e-21 0.0 134.78 0.0
S332446 173.6651 123.993 7.806000000000001e-20 1.145e-19 1.771e-19 0.0 134.98 0.0
S332447 173.6856 123.9861 2.3650000000000003e-20 3.996e-20 8.428000000000001e-20 0.0 134.79 0.0
S332448 173.6222 124.0787 1.083e-24 4.143e-24 5.014e-23 0.0 133.55 0.0
S332449 173.6746 123.9863 4.175e-17 9.915e-17 4.465e-16 0.0 134.81 1.0
S332450 173.6787 124.0089 2.239e-21 4.194e-21 1.0950000000000001e-20 0.0 134.53 0.0
S332451 173.6798 123.9898 2.769e-17 2.404e-17 1.283e-17 0.0 134.71 0.0
S332452 173.6272 124.0807 2.092e-17 1.958e-17 1.234e-17 0.0 133.43 0.0
S332453 173.6202 124.0859 1.15e-17 1.126e-17 7.766e-18 0.0 133.45 0.0
S332454 173.6257 124.0733 1.86e-22 4.415999999999999e-22 1.879e-21 0.0 133.54 0.0
S332455 173.6794 123.9849 5.48e-20 8.190000000000001e-20 1.341e-19 0.0 134.94 1.0
S332456 173.6752 123.9806 7.603e-19 9.293e-19 1.026e-18 0.0 134.92 0.0
S332457 173.6647 123.996 1.134e-19 1.57e-19 2.2e-19 0.0 134.91 0.0
S332458 173.6246 124.0831 1.462e-22 3.7979999999999996e-22 1.963e-21 0.0 133.37 0.0
S332459 173.6802 123.9855 9.692e-18 9.51e-18 6.459e-18 0.0 134.84 0.0
S332460 173.6713 123.9866 1.801e-21 1.3360000000000001e-21 5.393999999999999e-22 0.001 134.96 0.0
S332461 173.6139 124.0738 4.8700000000000004e-20 7.065000000000001e-20 1.112e-19 0.0 133.7 0.0
S332462 173.6681 123.9835 2.714e-21 5.5820000000000004e-21 1.732e-20 0.0 134.91 0.0
S332463 173.6166 124.0927 4.326e-18 4.46e-18 3.352e-18 0.0 133.33 0.0
S332464 173.6313 124.0914 4.543e-18 4.607e-18 3.454e-18 0.0 133.2 0.0
S332465 173.6803 123.9944 2.505e-17 2.241e-17 1.239e-17 0.0 134.83 0.0
S332466 173.6703 123.9868 1.088e-18 1.288e-18 1.342e-18 0.0 134.96 0.0
S332467 173.6739 123.9799 1.853e-17 1.654e-17 9.576e-18 0.0 134.96 0.0
S332468 173.6156 124.0789 1.186e-17 1.131e-17 7.206e-18 0.0 133.52 0.0
S332469 173.6119 124.0788 2.374e-18 2.502e-18 2.055e-18 0.0 133.59 0.0
S332470 173.6941 123.9773 3.237e-19 4.02e-19 4.568e-19 0.0 134.82 0.0
S332471 173.6173 124.0731 2.859e-21 2.001e-21 7.006e-22 0.0 133.48 0.0
S332472 173.6256 124.0826 1.476e-17 1.343e-17 7.772e-18 0.0 133.52 0.0
S332473 173.6148 124.0815 1.05e-12 8.267e-13 3.592e-13 0.0 133.57 1.0
S332474 173.6786 123.9843 8.001e-21 1.393e-20 3.071e-20 0.0 134.77 0.0
S332475 173.6206 124.0945 2.856e-17 5.348e-17 1.397e-16 0.0 133.38 0.0
S332476 173.6806 123.9877 3.075e-21 2.1250000000000002e-21 7.239999999999999e-22 0.0 134.79 0.0
S332477 173.6725 123.9763 7.419999999999999e-22 1.54e-21 5.306e-21 0.0 134.99 0.0
S332478 173.6748 123.9852 3.655e-21 2.474e-21 8.346999999999999e-22 0.0 134.96 0.0
S332479 173.6826 123.9799 7.344999999999999e-22 1.629e-21 6.122e-21 0.0 134.91 0.0
S332480 173.6744 123.9738 1.096e-21 2.412e-21 8.659e-21 0.0 135.0 0.0
S332481 173.6812 123.9869 8.688e-14 6.091e-14 2.067e-14 0.0 134.81 0.0
S332482 173.6771 123.9913 2.249e-19 3.1e-19 4.46e-19 0.0 134.76 0.0
S332483 173.648 124.0345 9.558e-14 6.203e-14 1.851e-14 0.0 139.08 1.0
S332484 173.6714 123.9812 5.313e-17 4.616e-17 2.563e-17 0.0 135.02 0.0
S332485 173.6213 124.0882 3.324e-16 2.512e-16 1.061e-16 0.0 133.28 1.0
S332486 173.6247 124.0851 6.719e-17 6.158e-17 3.69e-17 0.0 133.46 0.0
S332487 173.6761 123.9818 1.385e-15 1.033e-15 3.984e-16 0.0 134.85 0.0
S332488 173.6772 123.9844 2.939e-17 4.715e-17 8.646e-17 0.0 134.81 0.0
S332489 173.6169 124.0858 1.379e-15 1.005e-15 3.947e-16 0.0 133.45 0.0
S332490 173.6758 123.9903 3.69e-16 2.759e-16 1.109e-16 0.0 134.78 0.0
S332491 173.6795 123.9893 4.189e-17 3.611e-17 1.912e-17 0.0 134.83 0.0
S332492 173.6811 123.9898 3.462e-17 3.098e-17 1.756e-17 0.0 134.65 0.0
S332493 173.6127 124.0801 1.467e-16 1.161e-16 5.36e-17 0.0 133.55 0.0
S332494 173.6845 123.9891 4.224e-14 2.801e-14 8.717e-15 0.0 134.73 0.0
S332495 173.6846 123.9915 1.081e-17 1.013e-17 6.332e-18 0.0 134.65 0.0
S332496 173.6104 124.0728 1.029e-12 1.004e-12 6.957e-13 0.0 133.83 1.0
S332497 173.6875 123.996 3.684e-17 3.314e-17 1.89e-17 0.0 134.58 0.0
S332498 173.689 123.9976 2.91e-16 2.264e-16 1.001e-16 0.0 134.44 1.0
S332499 173.6915 123.998 9.589e-17 7.755e-17 3.786e-17 0.0 134.42 0.0
S332500 173.6926 123.9978 2.717e-17 4.088e-17 6.817e-17 0.0 134.54 1.0
S332501 173.5999 124.0741 3.006e-18 3.283e-18 2.786e-18 0.0 133.77 0.0
S332502 173.6964 124.0012 2.694e-16 2.14e-16 9.626e-17 0.0 134.41 1.0
S332503 173.6007 124.0652 2.738e-16 2.145e-16 9.563e-17 0.0 134.0 1.0
S332504 173.6991 124.0054 7.009e-16 5.146e-16 2.008e-16 0.0 134.3 0.0
S332505 173.5947 124.0634 5.198e-13 3.514e-13 1.198e-13 0.0 134.08 0.0
S332506 173.7031 124.012 1.518e-17 1.411e-17 9.109e-18 0.0 134.13 0.0
S332507 173.7044 124.005 1.766e-16 1.389e-16 6.359e-17 0.0 134.2 1.0
S332508 173.7001 124.0175 1.449e-16 1.136e-16 4.965e-17 0.0 134.09 0.0
S332509 173.7042 124.0155 4.416e-17 7.749e-17 1.813e-16 0.0 134.14 0.0
S332510 173.7066 124.017 2.613e-15 1.934e-15 7.821e-16 0.0 133.99 0.0
S332511 173.5891 124.0487 5.693e-17 4.933e-17 2.676e-17 0.0 134.26 0.0
S332512 173.7099 124.0227 9.917e-13 7.125e-13 2.667e-13 0.0 133.96 0.0
S332513 173.587 124.0474 4.356e-17 7.207e-17 1.488e-16 0.0 134.28 0.0
S332514 173.7078 124.0225 2.682e-16 2.03e-16 8.336e-17 0.0 133.94 1.0
S332515 173.7145 124.0227 7.447e-17 1.479e-16 4.337e-16 0.0 133.89 0.0
S332516 173.7168 124.0289 5.376e-22 1.21e-21 4.789e-21 0.0 133.83 0.0
S332517 173.7164 124.0256 8.741e-16 6.193e-16 2.306e-16 0.0 133.79 0.0
S332518 173.7163 124.0381 1.334e-17 1.195e-17 7.147e-18 0.0 133.51 0.0
S332519 173.5783 124.0328 7.195e-16 5.102e-16 1.914e-16 0.0 134.67 0.0
S332520 173.7165 124.0386 1.163e-15 8.548e-16 3.166e-16 0.0 133.69 0.0
S332521 173.7217 124.0378 3.098e-17 6.098e-17 1.837e-16 0.0 133.64 0.0
S332522 173.7242 124.0415 5.184e-16 3.833e-16 1.518e-16 0.0 133.46 0.0
S332523 173.5722 124.0266 3.153e-18 3.327e-18 2.768e-18 0.0 134.81 0.0
S332524 173.5728 124.0221 3.88e-18 3.803e-18 2.771e-18 0.0 134.93 0.0
S332525 173.7268 124.044 1.18e-15 8.311e-16 2.981e-16 0.0 133.5 0.0
S332526 173.7253 124.0587 5.444e-16 4.055e-16 1.598e-16 0.0 133.29 0.0
S332527 173.5644 124.0124 1.984e-17 1.811e-17 1.08e-17 0.0 135.1 0.0
S332528 173.7318 124.0596 1.111e-15 7.846e-16 2.898e-16 0.0 133.26 0.0
S332529 173.5684 124.0102 4.98e-16 3.708e-16 1.543e-16 0.0 135.05 1.0
S332530 173.7325 124.0644 8.471e-16 6.367e-16 2.624e-16 0.0 133.13 0.0
S332531 173.7358 124.0627 1.361e-13 8.907e-14 2.866e-14 0.0 133.21 0.0
S332532 173.5577 123.9985 2.697e-15 1.91e-15 6.924e-16 0.0 135.33 0.0
S332533 173.5633 123.9997 8.858e-17 7.544e-17 3.97e-17 0.0 135.22 0.0
S332534 173.5572 123.9953 7.87e-17 6.389e-17 3.043e-17 0.0 135.29 0.0
S332535 173.7413 124.0731 2.848e-15 1.955e-15 6.703e-16 0.0 132.95 0.0
S332536 173.7446 124.0828 2.637e-15 1.821e-15 6.362e-16 0.0 132.87 0.0
S332537 173.5559 123.9854 4.378e-19 5.581e-19 6.719e-19 0.0 135.5 0.0
S332538 173.5553 123.9831 4.75e-17 7.843e-17 1.583e-16 0.0 135.42 0.0
S332539 173.5476 123.9719 1.749e-15 1.213e-15 4.381e-16 0.0 135.61 0.0
S332540 173.7457 124.0931 7.473e-19 8.794e-19 8.642e-19 0.0 132.58 0.0
S332541 173.7383 124.0938 1.065e-15 8.007e-16 3.268e-16 0.0 132.73 0.0
S332542 173.552 123.967 8.592e-18 8.343e-18 5.724e-18 0.0 135.71 0.0
S332543 173.7481 124.1024 3.618e-17 3.326e-17 2.063e-17 0.0 132.62 0.0
S332544 173.5513 123.969 1.22e-18 1.268e-18 9.837e-19 0.0 135.75 0.0
S332545 173.5542 123.9653 1.661e-15 1.195e-15 4.554e-16 0.0 135.82 0.0
S332546 173.751 124.1137 7.169e-16 5.385e-16 2.211e-16 0.0 132.47 1.0
S332547 173.5537 123.9602 3.947e-16 3.054e-16 1.326e-16 0.0 135.83 1.0
S332548 173.5536 123.9565 1.553e-16 1.289e-16 6.527e-17 0.0 135.95 0.0
S332549 173.5466 123.9469 8.799e-17 7.359e-17 3.806e-17 0.0 136.07 0.0
S332550 173.7438 124.1191 2.992e-15 2.239e-15 8.984e-16 0.0 132.32 0.0
S332551 173.551 123.9467 6.08e-15 4.233e-15 1.485e-15 0.0 136.02 0.0
S332552 173.7465 124.128 1.392e-16 1.091e-16 4.863e-17 0.0 132.23 0.0
S332553 173.5439 123.9324 3.463e-16 2.518e-16 9.829e-17 0.0 136.08 0.0
S332554 173.743 124.1376 1.596e-19 2.062e-19 2.595e-19 0.0 132.15 0.0
S332555 173.7478 124.1394 1.53e-17 1.389e-17 8.47e-18 0.0 132.08 0.0
S332556 173.5509 123.9265 5.255e-17 4.48e-17 2.415e-17 0.0 136.28 0.0
S332557 173.5525 123.9246 2.088e-16 1.673e-16 7.843e-17 0.0 136.19 0.0
S332558 173.5497 123.9183 2.023e-17 1.85e-17 1.131e-17 0.0 136.36 0.0
S332559 173.7424 124.1482 1.388e-15 9.847e-16 3.438e-16 0.0 132.0 0.0
S332560 173.7422 124.1544 8.808e-13 6.222e-13 2.172e-13 0.0 132.18 0.0
S332561 173.5493 123.9103 4.052e-17 6.282e-17 1.142e-16 0.0 136.4 0.0
S332562 173.5615 123.9178 4.295e-15 2.955e-15 9.838e-16 0.0 136.36 1.0
S332563 173.7371 124.1626 4.034e-16 3.093e-16 1.341e-16 0.0 132.01 1.0
S332564 173.7302 124.1599 5.007e-17 4.462e-17 2.498e-17 0.0 132.0 0.0
S332565 173.7264 124.1577 4.934e-17 4.212e-17 2.219e-17 0.0 132.07 0.0
S332566 173.7373 124.1752 4.027e-16 3.037e-16 1.294e-16 0.0 131.88 1.0
S332567 173.5656 123.8992 4.148e-18 7.433e-18 1.791e-17 0.001 136.35 0.0
S332568 173.5711 123.8972 4.864e-15 3.266e-15 1.031e-15 0.0 136.47 0.0
S332569 173.7272 124.1687 1.5e-17 2.666e-17 6.208e-17 0.0 131.96 0.0
S332570 173.5738 123.899 1.717e-15 1.201e-15 4.278e-16 0.0 136.42 0.0
S332571 173.5806 123.8958 3.046e-15 2.145e-15 7.938e-16 0.0 136.35 0.0
S332572 173.7153 124.173 4.865e-16 3.611e-16 1.475e-16 0.0 131.96 0.0
S332573 173.5804 123.8922 2.364e-17 2.135e-17 1.286e-17 0.0 136.3 0.0
S332574 173.5852 123.8895 1.355e-16 1.095e-16 5.189e-17 0.0 136.24 0.0
S332575 173.7047 124.1731 1.076e-14 7.273e-15 2.342e-15 0.0 132.02 0.0
S332576 173.5984 123.8975 3.959e-13 2.797e-13 1.01e-13 0.0 136.32 0.0
S332577 173.5976 123.8917 1.295e-15 9.39e-16 3.584e-16 0.0 136.27 0.0
S332578 173.6026 123.8928 2.035e-17 3.419e-17 7.359e-17 0.0 136.24 0.0
S332579 173.6012 123.8884 7.762e-17 6.378e-17 2.971e-17 0.0 136.28 0.0
S332580 173.6886 124.1731 2.232e-17 2.028e-17 1.216e-17 0.0 132.16 0.0
S332581 173.6853 124.1767 1.029e-16 8.322e-17 3.983e-17 0.0 132.23 0.0
S332582 173.6168 123.8962 2.187e-16 1.741e-16 7.956e-17 0.0 136.11 1.0
S332583 173.6237 123.8933 6.793e-16 4.808e-16 1.733e-16 0.0 135.91 0.0
S332584 173.6657 124.1706 1.406e-17 1.274e-17 7.703e-18 0.0 132.34 0.0
S332585 173.6679 124.1787 6.092e-16 4.336e-16 1.567e-16 0.0 132.38 0.0
S332586 173.6647 124.1738 2.735e-16 2.077e-16 8.658e-17 0.0 132.47 1.0
S332587 173.6525 124.1611 1.07e-16 2.489e-16 9.998e-16 0.0 132.6 1.0
S332588 173.6466 123.9037 5.614e-18 5.568e-18 3.879e-18 0.0 135.72 0.0
S332589 173.6446 124.1625 2.208e-17 4.839e-17 1.778e-16 0.0 132.6 0.0
S332590 173.6399 124.1517 1.425e-16 1.135e-16 5.41e-17 0.0 132.69 0.0
S332591 173.6586 123.9146 4.196e-16 3.202e-16 1.302e-16 0.0 135.55 1.0
S332592 173.6681 123.9213 3.483e-16 2.679e-16 1.128e-16 0.0 135.47 1.0
S332593 173.6169 124.1513 1.676e-12 1.262e-12 5.375e-13 0.0 132.99 1.0
S332594 173.6169 124.1421 1.224e-16 1.049e-16 5.389e-17 0.0 133.07 0.0
S332595 173.6141 124.1341 1.516e-16 1.212e-16 5.551e-17 0.0 133.22 0.0
S332596 173.6058 124.1308 1.467e-15 1.066e-15 4.086e-16 0.0 133.24 0.0
S332597 173.6044 124.1153 2.12e-15 1.473e-15 5.232e-16 0.0 133.23 0.0
S332598 173.7028 123.9501 1.907e-15 1.349e-15 4.797e-16 0.0 134.86 0.0
S332599 173.5858 124.1137 1.439e-16 1.161e-16 5.423e-17 0.0 133.57 0.0
S332600 173.5845 124.1043 1.661e-17 3.187e-17 8.751e-17 0.0 133.61 0.0
S332601 173.5793 124.0949 9.186e-15 6.142e-15 1.959e-15 0.0 133.75 0.0
S332602 173.7235 123.9831 2.051e-16 1.566e-16 6.892e-17 0.0 134.43 1.0
S332603 173.5632 124.0862 7.961e-18 7.889e-18 5.774e-18 0.0 134.03 0.0
S332604 173.5626 124.076 3.391e-15 2.407e-15 8.648e-16 0.0 133.95 0.0
S332605 173.7452 124.0044 2.536e-15 1.775e-15 6.495e-16 0.0 134.0 0.0
S332606 173.7437 124.007 2.879e-16 2.207e-16 9.512e-17 0.0 134.05 1.0
S332607 173.7478 124.0183 7.23e-16 5.508e-16 2.255e-16 0.0 133.87 0.0
S332608 173.7509 124.0317 4.087e-17 8.81e-17 3.081e-16 0.0 133.67 0.0
S332609 173.7614 124.0408 1.097e-15 7.767e-16 2.761e-16 0.0 133.63 0.0
S332610 173.5261 124.023 5.441e-16 3.874e-16 1.494e-16 0.0 134.78 0.0
S332611 173.531 124.0087 1.033e-15 7.698e-16 3.141e-16 0.001 135.0 0.0
S332612 173.7678 124.0631 3.15e-15 2.195e-15 7.643e-16 0.0 133.24 0.0
S332613 173.5196 123.9949 1.405e-16 1.119e-16 5.102e-17 0.0 135.18 0.0
S332614 173.5202 123.9833 5.612e-18 9.734e-18 2.115e-17 0.0 135.32 0.0
S332615 173.5147 123.9775 2.84e-17 2.462e-17 1.288e-17 0.0 135.36 0.0
S332616 173.5134 123.968 4.272e-17 3.646e-17 1.88e-17 0.0 135.49 0.0
S332617 173.7942 124.1151 5.15e-16 3.987e-16 1.711e-16 0.0 132.76 1.0
S332618 173.5075 123.9406 1.429e-12 1.065e-12 4.224e-13 0.0 135.67 0.0
S332619 173.7992 124.1455 7.881e-16 5.74e-16 2.216e-16 0.0 132.47 0.0
S332620 173.7954 124.1424 5.902e-18 5.899e-18 4.186e-18 0.0 132.42 0.0
S332621 173.5099 123.9221 5.407e-17 8.736e-17 1.685e-16 0.001 136.03 0.0
S332622 173.7883 124.159 4.113e-19 5.337e-19 6.482e-19 0.0 132.18 0.0
S332623 173.511 123.9084 8.793e-18 8.231e-18 5.33e-18 0.0 136.05 1.0
S332624 173.7825 124.1726 2.975e-15 2.121e-15 7.663e-16 0.0 132.25 0.0
S332625 173.7799 124.1757 2.746e-15 1.883e-15 6.243e-16 0.0 132.07 0.0
S332626 173.7837 124.1942 1.516e-17 1.305e-17 7.066e-18 0.0 132.09 0.0
S332627 173.6148 124.0671 2.015e-19 2.837e-19 4.087e-19 0.0 133.77 0.0
S332628 173.6846 123.9968 3.895e-19 4.956e-19 5.687e-19 0.0 134.6 0.0
S332629 173.6104 124.0703 7.633e-19 9.1e-19 9.516e-19 0.0 133.65 0.0
S332630 173.6918 123.9971 2.842e-18 3.155e-18 2.788e-18 0.0 134.6 0.0
S332631 173.6909 123.9982 5.346e-17 4.778e-17 2.793e-17 0.0 134.6 0.0
S332632 173.6919 124.0037 2.219e-20 3.7420000000000006e-20 7.92e-20 0.0 134.44 0.0
S332633 173.6024 124.066 1.096e-12 9.898e-13 5.727e-13 0.0 134.01 1.0
S332634 173.6892 123.9989 6.15e-16 4.598e-16 1.827e-16 0.0 134.44 0.0
S332635 173.5987 124.0717 3.381e-20 5.3590000000000005e-20 9.902000000000001e-20 0.0 133.82 0.0
S332636 173.6086 124.0653 1.608e-19 2.294e-19 3.478e-19 0.0 133.96 0.0
S332637 173.607 124.0594 5.811e-16 4.316e-16 1.772e-16 0.0 133.95 0.0
S332638 173.6932 124.0099 1.6620000000000002e-20 2.8390000000000005e-20 6.294e-20 0.0 134.31 0.0
S332639 173.604 124.0593 1.484e-17 1.381e-17 8.754e-18 0.0 134.08 0.0
S332640 173.5937 124.0667 1.7799999999999998e-22 3.659e-22 1.17e-21 0.0 133.98 0.0
S332641 173.6049 124.0508 1.2930000000000001e-20 2.277e-20 5.3170000000000005e-20 0.0 134.17 0.0
S332642 173.5968 124.058 9.927e-24 3.005e-23 2.184e-22 0.0 134.07 0.0
S332643 173.5948 124.0607 3.578e-23 9.626e-23 5.492e-22 0.0 134.01 0.0
S332644 173.598 124.0543 2.038e-18 2.326e-18 2.167e-18 0.0 134.12 0.0
S332645 173.5939 124.0542 1.181e-19 1.617e-19 2.284e-19 0.0 134.24 0.0
S332646 173.6989 124.0209 4.908999999999999e-22 1.182e-21 5.3080000000000004e-21 0.0 134.09 0.0
S332647 173.591 124.0481 1.918e-21 4.054e-21 1.401e-20 0.0 134.34 0.0
S332648 173.7106 124.0148 7.519e-16 5.443e-16 2.08e-16 0.0 134.08 0.0
S332649 173.7048 124.0147 2.703e-19 3.513e-19 4.238e-19 0.0 134.21 0.0
S332650 173.5927 124.0459 4.007e-16 3.001e-16 1.241e-16 0.0 134.37 0.0
S332651 173.7053 124.0287 3.319e-20 5.488000000000001e-20 1.12e-19 0.0 133.82 0.0
S332652 173.7033 124.0195 9.036e-18 8.792e-18 5.942e-18 0.0 133.96 0.0
S332653 173.7094 124.0225 7.723e-20 1.093e-19 1.629e-19 0.0 133.94 0.0
S332654 173.5853 124.045 3.944e-17 3.322e-17 1.714e-17 0.0 134.47 0.0
S332655 173.709 124.0285 4.649e-21 3.048e-21 9.248999999999999e-22 0.0 133.77 0.0
S332656 173.7099 124.031 9.108e-18 1.562e-17 3.457e-17 0.0 133.82 0.0
S332657 173.7116 124.0285 4.273e-17 3.814e-17 2.155e-17 0.0 133.87 0.0
S332658 173.5857 124.032 1.019e-15 7.486e-16 2.959e-16 0.0 134.64 0.0
S332659 173.7191 124.0317 1.121e-16 9.14e-17 4.222e-17 0.0 133.83 0.0
S332660 173.5827 124.0448 4.231e-17 3.743e-17 2.057e-17 0.0 134.35 0.0
S332661 173.7205 124.0259 2.228e-21 4.5000000000000004e-21 1.443e-20 0.0 133.77 0.0
S332662 173.5803 124.0277 2.58e-17 2.526e-17 1.773e-17 0.0 134.72 0.0
S332663 173.575 124.0378 2.01e-23 5.344e-23 3.0459999999999995e-22 0.0 134.5 0.0
S332664 173.7185 124.0344 3.1860000000000003e-20 5.1170000000000005e-20 9.722000000000001e-20 0.0 133.77 0.0
S332665 173.7145 124.0361 6.575e-17 6.021e-17 3.765e-17 0.0 133.78 0.0
S332666 173.5831 124.0367 1.188e-17 2.251e-17 6.086e-17 0.0 134.61 0.0
S332667 173.7269 124.0442 5.301e-17 8.261e-17 1.538e-16 0.0 133.5 0.0
S332668 173.574 124.0212 2.428e-16 1.834e-16 7.783e-17 0.0 134.96 1.0
S332669 173.7211 124.0503 4.031e-17 3.388e-17 1.756e-17 0.0 133.44 0.0
S332670 173.7307 124.0499 3.739e-16 2.837e-16 1.156e-16 0.0 133.32 1.0
S332671 173.7287 124.0519 6.976e-17 5.79e-17 2.835e-17 0.0 133.33 0.0
S332672 173.7199 124.0548 6.537e-16 4.955e-16 2.086e-16 0.0 133.37 0.0
S332673 173.5822 124.0314 6.694999999999999e-23 1.8659999999999998e-22 1.138e-21 0.0 134.72 0.0
S332674 173.7263 124.0528 5.098e-19 6.032e-19 6.338e-19 0.0 133.41 0.0
S332675 173.7271 124.0585 2.06e-16 1.638e-16 7.416e-17 0.0 133.19 0.0
S332676 173.563 124.0099 3.549e-16 2.774e-16 1.221e-16 0.0 135.13 1.0
S332677 173.5648 124.0046 2.9560000000000005e-20 4.8360000000000003e-20 9.345000000000001e-20 0.0 135.13 0.0
S332678 173.7306 124.0619 2.907e-19 3.749e-19 4.665e-19 0.0 133.13 0.0
S332679 173.7229 124.0619 1.351e-19 1.987e-19 3.141e-19 0.0 133.15 0.0
S332680 173.7379 124.0708 6.348e-18 1.036e-17 2.09e-17 0.0 132.93 0.0
S332681 173.5642 124.0009 1.885e-17 1.744e-17 1.091e-17 0.0 135.32 0.0
S332682 173.736 124.0692 2.394e-17 2.177e-17 1.309e-17 0.0 132.97 0.0
S332683 173.5672 124.0054 1.474e-18 1.612e-18 1.373e-18 0.0 135.2 0.0
S332684 173.7297 124.0659 3.304e-18 3.526e-18 2.935e-18 0.0 133.13 0.0
S332685 173.5554 123.9894 7.52e-17 6.201e-17 3.09e-17 0.0 135.44 0.0
S332686 173.738 124.0818 8.305e-18 8.176e-18 5.687e-18 0.0 132.87 0.0
S332687 173.5601 123.983 2.828e-19 3.66e-19 4.472e-19 0.0 135.54 0.0
S332688 173.7275 124.0781 2.127e-18 2.388e-18 2.153e-18 0.0 132.89 0.0
S332689 173.5597 123.9868 7.797e-17 1.154e-16 1.853e-16 0.0 135.62 0.0
S332690 173.56 123.9894 3.976e-17 3.41e-17 1.835e-17 0.0 135.44 0.0
S332691 173.5574 123.9804 9.334e-23 2.518e-22 1.4400000000000001e-21 0.0 135.67 0.0
S332692 173.5605 123.9825 2.7e-16 2.025e-16 8.367e-17 0.0 135.54 1.0
S332693 173.5645 123.9843 5.807e-17 4.969e-17 2.541e-17 0.0 135.59 0.0
S332694 173.5543 123.9694 7.464e-18 7.219e-18 5.061e-18 0.0 135.72 0.0
S332695 173.5555 123.9625 3.376e-23 9.097e-23 5.176999999999999e-22 0.0 135.9 0.0
S332696 173.5484 123.9711 2.241e-19 2.847e-19 3.297e-19 0.0 135.63 0.0
S332697 173.7344 124.0987 4.042e-17 3.629e-17 2.116e-17 0.0 132.55 0.0
S332698 173.5647 123.9802 1.606e-12 1.234e-12 5.129e-13 0.0 135.67 1.0
S332699 173.5527 123.965 5.033e-19 6.374e-19 7.42e-19 0.0 135.92 0.0
S332700 173.7411 124.1099 2.173e-17 3.794e-17 8.693e-17 0.0 132.42 0.0
S332701 173.7382 124.1024 3.291e-20 5.2840000000000004e-20 1.04e-19 0.0 132.45 0.0
S332702 173.5499 123.9459 2.65e-22 6.136999999999999e-22 2.56e-21 0.0 135.96 0.0
S332703 173.7486 124.1182 5.781000000000001e-20 9.004000000000001e-20 1.556e-19 0.0 132.46 0.0
S332704 173.5523 123.9508 4.154e-20 6.986e-20 1.425e-19 0.0 135.98 0.0
S332705 173.5618 123.9567 1.493e-21 3.143e-21 1.0770000000000002e-20 0.0 135.99 0.0
S332706 173.7326 124.112 1.16e-16 9.335e-17 4.362e-17 0.0 132.34 0.0
S332707 173.5468 123.9436 6.232e-16 4.56e-16 1.813e-16 0.0 136.04 0.0
S332708 173.5564 123.9427 6.74e-13 6e-13 3.402e-13 0.0 136.1 1.0
S332709 173.547 123.9382 1.648e-16 1.375e-16 7.236e-17 0.0 136.13 0.0
S332710 173.7474 124.1291 2.732e-21 5.623e-21 1.735e-20 0.0 132.36 0.0
S332711 173.5574 123.9407 2.4329999999999998e-22 5.286e-22 1.971e-21 0.0 136.09 0.0
S332712 173.7399 124.1215 1.036e-12 7.591e-13 2.983e-13 0.0 132.27 0.0
S332713 173.5519 123.9324 6.629e-18 6.804e-18 5.076e-18 0.0 136.15 0.0
S332714 173.5542 123.9273 2.165e-16 1.722e-16 8.027e-17 0.0 136.28 0.0
S332715 173.7465 124.1488 3.612e-16 2.715e-16 1.127e-16 0.0 132.13 1.0
S332716 173.5573 123.9253 2.844e-17 4.875e-17 1.092e-16 0.0 136.15 0.0
