Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2900 172.7006 18.9286 6.748e-26 1.599e-27 7.953e-33 217.2159 438.95
DG2901 171.0125 19.3674 1.223e-15 1.065e-15 4.181e-16 205.9692 442.67
DG2902 169.4716 17.7395 2.115e-15 1.639e-15 6.993e-16 195.1154 440.84
DG2903 172.9820 18.1494 1.102e-15 1.002e-15 4.116e-16 178.5738 440.96
DG2904 176.0298 18.9211 1.247e-15 1.005e-15 4.705e-16 288.3544 441.39
DG2905 172.3785 19.3430 2.645e-15 1.978e-15 8.201e-16 200.2776 443.15
DG2906 169.1864 18.5119 1.652e-15 1.395e-15 5.554e-16 185.5668 440.57
DG2907 175.2512 19.6187 1.282e-15 1.017e-15 5.084e-16 214.8831 441.48
DG2908 172.1854 19.4544 1.125e-15 1.065e-15 4.506e-16 300.0735 442.29
DG2909 173.5889 18.2167 1.215e-15 9.408e-16 4.131e-16 396.1225 442.53
DG2910 174.4649 19.9959 6.110e-26 1.743e-27 8.492e-33 208.3071 440.43
DG2911 174.9125 19.7789 1.162e-15 1.049e-15 4.576e-16 192.085 440.34
DG2912 195.0234 71.9199 7.630e-15 5.577e-15 2.597e-15 696.4969 162.14
DG2913 194.2678 72.0167 9.385e-15 7.728e-15 3.296e-15 380.2933 161.8
DG2914 194.1812 71.5538 1.257e-14 1.038e-14 4.228e-15 357.3625 159.57
DG2915 195.5784 72.2971 1.928e-25 4.542e-27 2.165e-32 463.1014 160.76
DG2916 195.1951 72.7591 1.167e-14 1.078e-14 3.948e-15 429.4733 159.62
DG2917 194.0774 72.8207 1.923e-25 5.261e-27 2.310e-32 432.9809 160.29
DG2918 141.0431 62.7757 7.324e-17 5.595e-17 2.666e-17 43.0385 2127.49
DG2919 97.1907 13.5880 4.064e-16 3.311e-16 1.653e-16 173.7454 815.62
DG2920 97.1574 13.7593 5.794e-26 1.454e-27 6.639e-33 100.2389 815.67
DG2921 97.1816 13.4437 5.259e-16 4.724e-16 2.176e-16 81.7945 814.2
DG2922 97.8901 13.6743 5.671e-26 1.308e-27 7.377e-33 113.3146 814.71
DG2923 96.9657 13.6022 5.471e-16 4.471e-16 1.832e-16 93.6611 815.4
DG2924 98.2311 13.4053 5.622e-26 1.350e-27 6.995e-33 109.2116 815.17
DG2925 86.4413 123.5515 7.256e-26 2.004e-27 9.348e-33 83.6002 1252.61
DG2926 86.6358 123.6564 7.985e-26 2.028e-27 9.378e-33 73.5728 1253.58
DG2927 86.6475 123.4423 2.731e-16 2.234e-16 1.068e-16 66.5888 1252.88
DG2928 86.5595 123.5866 2.571e-16 2.386e-16 1.018e-16 68.6069 1253.06
DG2929 38.5610 132.9846 4.910e-16 4.318e-16 1.551e-16 181.7205 1435.48
DG2930 38.3557 132.9068 2.682e-16 2.079e-16 8.124e-17 56.8627 1434.58
DG2931 38.8289 132.8791 1.812e-16 1.423e-16 6.577e-17 46.5738 1436.82
DG2932 38.4192 132.9551 1.733e-16 1.427e-16 7.102e-17 54.8779 1437.51
DG2933 38.7121 133.1048 1.993e-16 1.733e-16 8.083e-17 62.6032 1437.37
DG2934 38.4566 133.2080 2.176e-16 1.709e-16 8.626e-17 52.0637 1436.03
DG2935 38.4208 132.7410 9.432e-26 2.342e-27 1.285e-32 59.0887 1438.64
DG2936 38.6437 133.1723 2.109e-16 1.342e-16 6.835e-17 51.5665 1434.95
DG2937 38.5786 132.8719 2.062e-16 1.678e-16 7.573e-17 57.8821 1436.64
DG2938 38.6103 132.9973 1.020e-25 2.515e-27 1.268e-32 68.2695 1436.21
DG2939 139.8634 111.0412 1.509e-16 1.304e-16 5.362e-17 89.9409 1315.66
DG2940 139.9369 110.9613 2.066e-16 1.719e-16 7.646e-17 55.8021 1314.51
DG2941 139.8198 110.9459 2.067e-16 2.026e-16 8.517e-17 63.5222 1316.21
DG2942 139.7427 111.1186 2.296e-16 1.921e-16 8.855e-17 61.688 1315.23
DG2943 139.9072 111.0875 2.232e-16 1.875e-16 8.019e-17 58.4983 1315.65
DG2944 21.6085 66.5918 9.553e-17 8.433e-17 3.481e-17 46.5424 1684.03
DG2945 269.6578 45.1192 1.492e-15 1.075e-15 4.832e-16 193.6035 397.92
DG2946 197.6497 26.3411 4.526e-16 3.525e-16 1.598e-16 192.6841 804.8
DG2947 197.9665 26.3042 5.071e-26 1.404e-27 6.525e-33 113.4651 806.58
DG2948 197.8858 26.4520 5.650e-16 4.800e-16 2.235e-16 81.2304 806.93
DG2949 197.0415 26.1984 5.578e-26 1.569e-27 5.978e-33 106.444 805.57
DG2950 197.1945 26.2391 5.655e-16 4.985e-16 1.844e-16 86.6243 805.93
DG2951 197.3940 26.5245 6.754e-16 5.363e-16 2.454e-16 115.2827 806.19
DG2952 329.4624 45.5560 2.467e-15 1.975e-15 6.522e-16 245.9754 569.72
DG2953 327.9127 46.2798 9.448e-16 8.043e-16 3.703e-16 169.7128 567.07
DG2954 330.0018 44.9549 5.362e-16 5.416e-16 2.026e-16 173.7248 567.76
DG2955 328.3079 46.1198 9.182e-16 7.540e-16 2.972e-16 125.3 564.07
DG2956 329.9081 44.3938 6.328e-16 5.345e-16 2.316e-16 141.7116 568.28
DG2957 328.9390 45.4871 8.384e-16 7.495e-16 3.117e-16 126.3418 567.21
DG2958 328.7089 44.8285 5.587e-26 1.413e-27 6.865e-33 135.3668 568.49
DG2959 329.0411 46.4040 8.634e-16 7.466e-16 3.225e-16 127.4363 568.46
DG2960 330.4420 44.7579 9.376e-16 7.182e-16 3.324e-16 110.193 567.07
DG2961 329.8778 45.1381 7.487e-16 5.981e-16 2.570e-16 237.5623 568.24
DG2962 329.2382 46.5542 6.724e-16 5.259e-16 2.385e-16 178.2728 567.81
DG2963 329.2656 45.7094 7.183e-16 6.318e-16 2.422e-16 209.3721 568.16
DG2964 329.0667 45.5082 9.659e-16 7.346e-16 3.070e-16 111.7845 564.93
DG2965 328.8863 44.8505 1.025e-15 8.121e-16 3.870e-16 122.3778 568.07
DG2966 330.9699 45.7457 6.294e-16 5.905e-16 2.190e-16 153.2295 565.46
DG2967 329.4000 45.0628 6.338e-16 4.896e-16 1.982e-16 176.8729 569.12
DG2968 328.6715 46.1616 9.245e-16 7.300e-16 3.101e-16 126.6275 568.65
DG2969 329.7474 45.9772 7.538e-16 6.096e-16 2.604e-16 244.5712 564.03
DG2970 328.8059 44.6718 9.198e-16 7.369e-16 3.181e-16 111.1135 566.97
DG2971 329.5840 46.3910 1.012e-15 8.408e-16 3.932e-16 120.3156 569.77
DG2972 328.9663 45.8879 9.723e-16 7.102e-16 2.939e-16 132.4587 563.27
DG2973 329.6341 45.4430 5.848e-26 1.366e-27 6.608e-33 139.8923 562.96
DG2974 329.0866 46.2075 6.715e-16 5.449e-16 2.884e-16 214.1977 565.18
DG2975 329.0961 45.6365 6.882e-16 5.667e-16 2.567e-16 218.2973 568.92
DG2976 191.0683 123.9081 1.210e-15 8.675e-16 2.984e-16 200.1064 934.7
DG2977 191.1526 124.1520 4.449e-16 3.559e-16 1.527e-16 86.9177 938.27
DG2978 191.1880 123.8226 4.899e-16 3.791e-16 1.617e-16 99.3545 935.58
DG2979 190.9084 124.0947 3.937e-16 3.550e-16 1.573e-16 86.479 937.98
DG2980 191.4975 124.2411 3.728e-16 3.267e-16 1.462e-16 77.2677 937.47
DG2981 191.4371 123.7093 5.108e-16 3.662e-16 1.760e-16 102.9034 935.39
DG2982 191.2465 123.6880 4.684e-16 3.286e-16 1.678e-16 94.5637 936.63
DG2983 191.2600 124.0720 5.764e-16 4.472e-16 2.045e-16 82.7198 934.61
DG2984 190.5769 123.8100 4.135e-16 3.283e-16 1.613e-16 84.8415 940.11
DG2985 191.0840 123.7206 4.515e-16 3.335e-16 1.559e-16 85.6093 938.14
DG2986 191.0228 123.7940 3.045e-16 2.652e-16 1.225e-16 81.0847 936.81
DG2987 190.8915 123.5123 2.907e-16 2.592e-16 1.106e-16 91.3824 934.24
DG2988 190.6688 124.2264 4.445e-16 3.774e-16 1.742e-16 94.589 936.39
DG2989 191.0878 124.1892 4.168e-16 3.570e-16 1.437e-16 80.4106 935.77
DG2990 132.8888 64.4901 2.051e-16 1.701e-16 8.055e-17 78.6848 1092.85
DG2991 97.1035 82.9914 2.345e-16 1.960e-16 9.084e-17 52.3067 1302.71
DG2992 97.1141 82.9864 3.331e-16 2.734e-16 1.202e-16 51.7522 1303.47
DG2993 119.4870 112.8401 2.592e-16 1.841e-16 8.788e-17 119.1153 994.56
DG2994 119.4754 112.8801 6.409e-26 1.595e-27 7.452e-33 93.5667 994.96
DG2995 119.6065 112.7854 2.587e-16 1.962e-16 9.700e-17 83.4756 993.33
DG2996 119.5110 113.0340 3.607e-16 2.704e-16 1.293e-16 76.107 993.75
DG2997 119.4587 112.7876 3.546e-16 3.011e-16 1.297e-16 85.5473 994.53
DG2998 335.7332 61.4142 7.586e-16 5.645e-16 2.068e-16 82.9853 1166.65
DG2999 335.7604 61.4980 2.989e-16 2.442e-16 9.917e-17 70.7603 1165.36
DG3000 336.0367 61.3911 2.306e-16 2.405e-16 9.241e-17 66.2362 1166.87
DG3001 335.5521 61.3592 6.782e-26 1.847e-27 9.109e-33 89.359 1166.38
DG3002 336.0276 61.5371 2.973e-16 2.408e-16 1.042e-16 71.9309 1166.95
DG3003 335.9685 61.5432 2.745e-16 2.224e-16 9.578e-17 58.2166 1164.49
DG3004 335.5786 61.3919 6.686e-26 1.900e-27 9.037e-33 76.3782 1162.71
DG3005 335.6991 61.1375 2.551e-16 2.186e-16 9.530e-17 71.6736 1166.61
DG3006 335.7548 61.1001 2.826e-16 2.082e-16 9.818e-17 63.2051 1165.05
DG3007 336.1022 61.4121 6.934e-26 1.926e-27 9.027e-33 85.4544 1165.08
DG3008 23.7589 116.8890 3.022e-16 2.657e-16 1.147e-16 66.9296 1050.02
DG3009 23.7071 116.9130 3.260e-16 2.748e-16 1.207e-16 88.9284 1049.97
DG3010 64.7851 81.8310 1.557e-15 1.192e-15 6.358e-16 170.3448 426.15
DG3011 64.7445 81.6819 1.639e-15 1.327e-15 5.801e-16 160.6659 426.5
DG3012 65.0221 81.7100 2.235e-15 1.731e-15 6.539e-16 178.644 425.21
DG3013 64.8630 81.5275 1.125e-15 9.177e-16 3.429e-16 213.18 425.89
DG3014 94.9258 124.9484 2.436e-16 2.144e-16 8.912e-17 134.1811 1061.04
DG3015 94.9736 124.9511 2.383e-16 1.813e-16 8.469e-17 87.8688 1060.64
DG3016 94.8437 125.1041 6.554e-26 1.577e-27 8.096e-33 81.7149 1060.46
DG3017 94.9267 124.9774 3.424e-16 2.951e-16 1.275e-16 88.934 1060.7
DG3018 95.1089 124.8398 3.181e-16 2.489e-16 1.106e-16 74.3791 1062.11
DG3019 95.1919 124.9476 3.177e-16 2.691e-16 1.184e-16 62.7433 1061.6
DG3020 212.1107 4.0374 1.689e-16 1.535e-16 6.619e-17 95.7746 1284.32
DG3021 211.8031 3.9143 3.373e-16 2.927e-16 1.134e-16 59.1279 1283.9
DG3022 211.7779 4.0026 3.597e-16 2.830e-16 1.084e-16 66.09 1283.7
DG3023 212.3884 4.0103 2.493e-16 1.912e-16 8.359e-17 61.0504 1283.42
DG3024 212.7558 4.1595 7.615e-26 2.036e-27 1.017e-32 85.4758 1283.84
DG3025 254.4307 134.1701 6.921e-16 5.383e-16 2.582e-16 234.81 596.84
DG3026 254.3419 134.0566 8.706e-16 7.318e-16 3.466e-16 128.3337 598.15
DG3027 254.0944 133.9929 1.341e-15 9.978e-16 4.091e-16 143.3644 596.22
DG3028 254.1077 134.0228 9.230e-16 7.371e-16 3.248e-16 107.0761 596.72
DG3029 254.4442 134.2091 9.372e-16 7.865e-16 2.990e-16 103.2173 597.0
DG3030 253.8377 134.0304 1.384e-15 1.053e-15 3.960e-16 122.8961 596.91
DG3031 84.8950 53.1887 4.562e-16 3.203e-16 1.214e-16 125.2539 1656.51
DG3032 84.9325 53.1294 1.391e-16 1.251e-16 5.115e-17 42.8326 1655.81
DG3033 84.7497 53.0837 1.115e-16 9.547e-17 4.499e-17 84.7415 1656.82
DG3034 84.9836 52.9202 1.618e-16 1.268e-16 6.346e-17 48.7887 1655.09
DG3035 84.5613 53.2488 1.020e-16 7.824e-17 3.836e-17 75.689 1654.61
DG3036 85.3323 53.0115 1.436e-25 3.576e-27 1.777e-32 58.0408 1653.34
DG3037 84.7797 53.2866 1.069e-16 8.996e-17 4.317e-17 72.1478 1653.17
DG3038 84.7309 52.8638 1.446e-16 1.281e-16 5.322e-17 53.1645 1655.77
DG3039 84.5052 53.0992 1.426e-16 1.198e-16 5.469e-17 41.8007 1655.61
DG3040 84.7191 53.2288 9.760e-17 8.072e-17 3.689e-17 60.4558 1654.23
DG3041 85.3070 53.1817 1.682e-16 1.360e-16 6.018e-17 47.6871 1655.59
DG3042 84.8569 52.8123 8.833e-17 8.520e-17 3.777e-17 64.9551 1655.49
DG3043 84.3958 53.0536 1.625e-16 1.134e-16 5.834e-17 51.5014 1657.24
DG3044 84.7320 52.9671 1.538e-16 1.172e-16 5.134e-17 44.6449 1655.05
DG3045 84.7747 53.1024 1.046e-16 8.593e-17 3.821e-17 76.0886 1658.36
DG3046 84.5135 53.3549 1.685e-16 1.350e-16 5.937e-17 56.4331 1657.71
DG3047 84.9331 52.9823 1.642e-16 1.319e-16 6.447e-17 45.84 1657.78
DG3048 84.4511 53.0034 1.393e-25 3.448e-27 1.709e-32 56.711 1657.87
DG3049 85.0736 53.2949 2.068e-16 1.673e-16 6.900e-17 49.0123 1654.63
DG3050 84.6214 52.8112 1.260e-25 3.223e-27 1.793e-32 66.339 1655.27
DG3051 84.9087 52.9131 1.168e-16 9.047e-17 4.220e-17 56.1891 1656.34
DG3052 85.0602 52.9988 1.400e-25 3.728e-27 1.653e-32 58.2362 1651.43
DG3053 148.8559 125.3268 3.617e-16 2.391e-16 1.209e-16 61.4011 1094.98
DG3054 148.8427 125.3017 6.312e-26 1.674e-27 7.825e-33 72.358 1094.86
DG3055 148.6720 125.2637 3.123e-16 2.447e-16 1.203e-16 69.1068 1095.11
DG3056 148.8645 125.3621 3.337e-16 2.655e-16 1.124e-16 65.6721 1096.25
DG3057 22.4171 137.3589 7.960e-17 6.139e-17 2.966e-17 82.5805 1902.99
DG3058 22.3029 137.4581 1.211e-16 1.077e-16 4.493e-17 47.409 1904.28
DG3059 22.4231 137.3795 1.155e-16 9.119e-17 4.550e-17 46.6247 1904.05
DG3060 22.4957 137.2657 2.063e-25 5.392e-27 2.829e-32 45.3564 1902.8
DG3061 22.3446 137.4164 1.132e-16 9.271e-17 4.120e-17 35.9167 1902.98
DG3062 22.2369 137.4787 1.794e-16 1.365e-16 5.397e-17 41.0459 1902.65
DG3063 22.4023 137.3085 1.327e-16 1.087e-16 5.492e-17 40.9546 1902.5
DG3064 222.6373 129.9076 2.731e-16 2.438e-16 1.006e-16 87.1948 937.44
DG3065 63.7442 18.7626 1.544e-15 1.031e-15 4.154e-16 148.6654 764.17
DG3066 64.1009 18.7903 4.169e-16 3.639e-16 1.439e-16 200.0116 765.75
DG3067 64.6985 18.9298 6.294e-16 4.875e-16 2.228e-16 91.7913 764.4
DG3068 63.6799 19.1495 5.529e-16 4.341e-16 1.956e-16 93.2146 765.14
DG3069 65.4424 18.8868 6.498e-16 5.224e-16 2.348e-16 107.1926 765.83
DG3070 64.6904 18.6528 5.878e-16 4.865e-16 2.053e-16 87.9274 766.02
DG3071 64.9479 19.3976 5.600e-26 1.411e-27 6.613e-33 133.3504 767.14
DG3072 64.4104 18.2580 4.066e-16 3.245e-16 1.597e-16 111.1401 765.72
DG3073 63.0460 18.2838 5.742e-16 5.141e-16 2.131e-16 106.804 766.42
DG3074 63.8585 18.5369 4.053e-16 3.253e-16 1.489e-16 148.1561 766.61
DG3075 62.8107 19.2588 6.554e-16 5.397e-16 2.494e-16 103.799 764.46
DG3076 62.2332 18.9016 7.836e-16 6.174e-16 2.619e-16 118.972 765.01
DG3077 62.5013 19.0203 5.107e-26 1.543e-27 6.658e-33 123.4402 766.09
DG3078 61.3262 18.9020 5.723e-16 4.482e-16 1.815e-16 105.6967 763.61
DG3079 63.0471 19.0505 8.426e-16 6.270e-16 2.704e-16 82.2893 763.38
DG3080 64.6315 18.7240 4.218e-16 3.789e-16 1.600e-16 172.5482 766.82
DG3081 64.5829 18.7261 6.265e-16 5.082e-16 2.599e-16 117.8885 767.3
DG3082 63.1387 18.9904 5.227e-26 1.333e-27 6.775e-33 89.0995 764.03
DG3083 70.6611 113.7712 8.022e-16 7.130e-16 3.114e-16 158.6468 590.28
DG3084 314.7271 72.1395 1.317e-15 9.588e-16 4.820e-16 218.856 428.73
DG3085 201.6907 103.9943 3.656e-16 2.812e-16 1.033e-16 131.4565 1849.1
DG3086 201.7751 104.0316 9.119e-17 7.625e-17 3.392e-17 48.7812 1844.75
DG3087 201.6890 103.9354 1.324e-16 9.783e-17 4.084e-17 40.3892 1847.82
DG3088 201.7105 103.9175 1.727e-25 4.866e-27 2.245e-32 42.5964 1847.16
DG3089 201.5933 104.0849 1.339e-16 1.096e-16 5.299e-17 48.5036 1845.78
DG3090 201.4588 103.9922 1.260e-16 9.969e-17 4.518e-17 45.1262 1846.72
DG3091 201.4872 104.0845 1.325e-16 1.158e-16 5.208e-17 49.8382 1845.47
DG3092 201.8496 104.0497 1.405e-16 1.171e-16 4.900e-17 45.5412 1848.68
DG3093 201.6223 103.9380 1.735e-25 4.446e-27 2.425e-32 39.0862 1847.63
DG3094 201.6483 104.1120 1.673e-25 4.547e-27 2.365e-32 57.5585 1844.76
DG3095 201.6956 103.8865 1.699e-16 1.416e-16 6.233e-17 44.921 1847.88
DG3096 342.2450 42.4763 1.141e-16 8.263e-17 3.950e-17 82.2284 1598.28
DG3097 342.3846 42.4043 2.236e-16 2.029e-16 8.082e-17 47.9812 1598.39
DG3098 342.1388 42.5142 1.568e-16 1.382e-16 6.447e-17 59.6726 1598.08
DG3099 342.0927 42.4150 1.683e-16 1.407e-16 6.768e-17 48.7442 1598.0
DG3100 342.0512 42.5110 1.601e-16 1.341e-16 5.583e-17 46.4986 1597.69
DG3101 354.7587 52.8786 3.820e-16 3.203e-16 1.385e-16 204.8323 724.44
DG3102 355.0197 52.6377 6.474e-16 4.638e-16 2.181e-16 100.5865 725.32
DG3103 355.0340 53.0311 6.323e-16 5.164e-16 2.700e-16 95.8926 725.91
DG3104 354.7645 52.6846 5.329e-26 1.330e-27 7.218e-33 113.4601 724.92
DG3105 354.8383 52.6749 7.137e-16 5.641e-16 2.701e-16 119.4514 726.15
DG3106 354.6217 52.6239 6.195e-16 4.908e-16 2.224e-16 97.3001 726.32
DG3107 354.9672 52.8956 6.215e-16 5.090e-16 2.185e-16 90.4635 725.04
DG3108 202.1027 116.3086 7.821e-16 6.545e-16 2.907e-16 119.2725 726.53
DG3109 202.2894 116.2228 5.074e-26 1.310e-27 6.559e-33 126.119 726.69
DG3110 158.1656 46.1331 1.000e-16 8.364e-17 3.653e-17 52.2331 1707.1
DG3111 358.5759 22.5885 7.098e-15 5.774e-15 2.280e-15 468.4559 165.91
DG3112 357.7978 21.9403 9.260e-15 7.061e-15 3.034e-15 397.1227 165.76
DG3113 358.2146 22.3330 9.399e-15 6.603e-15 3.160e-15 414.0971 165.59
DG3114 160.2882 37.2534 7.159e-17 5.816e-17 2.900e-17 46.6883 2098.37
DG3115 220.1600 110.4201 2.495e-25 7.208e-27 3.589e-32 44.3547 2032.69
DG3116 220.1917 110.3932 9.876e-17 7.744e-17 3.604e-17 36.5284 2032.96
DG3117 220.1489 110.3804 1.152e-16 8.974e-17 4.187e-17 41.2358 2032.09
DG3118 301.3759 118.8367 4.777e-15 3.431e-15 1.134e-15 519.9923 459.6
DG3119 304.5195 120.8648 6.134e-26 1.614e-27 7.972e-33 216.6591 456.44
DG3120 304.8905 119.4055 1.707e-15 1.349e-15 6.852e-16 166.9322 458.43
DG3121 298.8547 121.7399 5.983e-26 1.628e-27 7.869e-33 149.2282 464.89
DG3122 304.4327 118.8221 1.727e-15 1.448e-15 6.680e-16 198.4289 457.1
DG3123 301.2980 120.5375 1.691e-15 1.547e-15 6.373e-16 192.1746 466.21
DG3124 304.2548 119.9194 6.683e-26 1.723e-27 8.203e-33 166.0913 467.06
DG3125 305.7818 118.1133 1.569e-15 1.307e-15 6.053e-16 180.8701 465.02
DG3126 301.8336 121.7493 1.215e-15 9.198e-16 4.305e-16 286.3199 460.97
DG3127 302.5071 118.5924 1.493e-15 1.041e-15 5.217e-16 321.7773 459.03
DG3128 304.1051 122.4254 1.560e-15 1.362e-15 5.660e-16 160.3997 457.07
DG3129 304.1388 119.2463 1.383e-15 1.052e-15 4.812e-16 288.222 462.38
DG3130 302.4849 118.6815 1.147e-15 9.127e-16 3.946e-16 230.8946 456.63
DG3131 298.8858 121.1542 1.369e-15 1.077e-15 5.122e-16 218.3121 455.08
DG3132 302.0261 117.5718 1.049e-15 8.268e-16 3.596e-16 169.7638 459.65
DG3133 301.1115 116.2277 1.399e-15 1.231e-15 5.200e-16 153.2916 470.04
DG3134 299.8070 117.7691 1.121e-15 9.501e-16 3.828e-16 351.8102 463.88
DG3135 300.8515 119.2146 1.219e-15 9.241e-16 4.112e-16 365.9118 462.79
DG3136 302.2844 116.3491 2.622e-15 1.916e-15 8.775e-16 194.5396 467.0
DG3137 303.8325 121.7561 1.449e-15 1.078e-15 4.514e-16 227.9824 454.26
DG3138 302.1690 121.6538 2.076e-15 1.742e-15 7.259e-16 163.6514 475.15
DG3139 302.5534 118.4395 1.113e-15 9.014e-16 3.893e-16 371.3086 465.11
DG3140 302.8959 120.8235 1.838e-15 1.377e-15 6.388e-16 181.2981 470.92
DG3141 303.0232 117.8263 1.785e-15 1.387e-15 6.000e-16 181.5019 462.95
DG3142 300.6856 118.3118 1.268e-15 9.258e-16 3.921e-16 450.86 470.12
DG3143 300.0499 116.5146 1.078e-15 8.692e-16 4.076e-16 252.4453 466.34
DG3144 296.3891 119.4819 1.559e-15 1.226e-15 5.106e-16 160.5179 457.15
DG3145 302.9299 118.3913 2.016e-15 1.732e-15 7.137e-16 230.5832 457.55
DG3146 300.9873 122.1845 1.169e-15 8.474e-16 4.080e-16 237.7543 453.61
DG3147 300.7461 119.2484 2.263e-15 1.914e-15 7.983e-16 187.5782 466.64
DG3148 297.8998 115.9976 6.705e-26 1.807e-27 7.829e-33 219.9415 455.9
DG3149 302.6595 120.3645 1.376e-15 1.096e-15 5.368e-16 320.5483 461.46
DG3150 302.8758 118.1282 1.160e-15 1.013e-15 3.735e-16 339.7238 459.15
DG3151 301.8898 116.9094 1.460e-15 1.129e-15 4.717e-16 338.268 464.6
DG3152 300.5871 119.1793 1.266e-15 1.025e-15 4.688e-16 388.1083 456.56
DG3153 301.1437 120.6604 7.335e-26 1.789e-27 8.374e-33 181.6551 466.84
DG3154 301.1585 119.7746 1.154e-15 9.341e-16 4.356e-16 378.8404 455.78
DG3155 299.1240 118.8817 1.380e-15 1.006e-15 4.479e-16 271.8121 454.56
DG3156 298.3285 118.2450 6.413e-26 1.674e-27 7.615e-33 203.3793 469.13
DG3157 299.2149 122.2675 1.537e-15 1.399e-15 6.223e-16 179.7761 454.79
DG3158 298.4188 120.7631 1.824e-15 1.408e-15 6.234e-16 180.9156 468.9
DG3159 300.4304 117.4759 1.525e-15 1.159e-15 5.566e-16 149.2632 476.73
DG3160 300.5375 115.9763 1.705e-15 1.266e-15 5.401e-16 167.6777 456.03
DG3161 301.3345 119.6351 1.642e-15 1.400e-15 6.694e-16 183.7759 456.01
DG3162 304.0582 118.7196 1.665e-15 1.440e-15 6.791e-16 171.2655 468.18
DG3163 301.5879 116.0454 1.500e-15 1.243e-15 5.638e-16 144.7795 459.56
DG3164 298.2906 116.4053 1.948e-15 1.426e-15 6.681e-16 192.4725 462.35
DG3165 300.7268 118.8319 1.342e-15 1.226e-15 5.248e-16 316.1806 462.83
DG3166 300.4551 118.1204 1.233e-15 1.077e-15 4.752e-16 277.1744 473.84
DG3167 299.5274 116.5266 1.621e-15 1.366e-15 5.413e-16 143.5704 472.52
DG3168 298.9244 120.0469 1.591e-15 1.308e-15 5.905e-16 197.9658 461.2
DG3169 300.3400 117.5195 2.256e-15 1.844e-15 6.494e-16 194.0419 467.82
DG3170 300.7371 114.6936 1.548e-15 1.316e-15 5.540e-16 168.2574 458.99
DG3171 304.6885 116.5890 1.998e-15 1.628e-15 6.894e-16 180.8247 460.85
DG3172 298.8184 115.8820 6.921e-26 1.769e-27 7.783e-33 221.9032 472.36
DG3173 298.6647 117.1306 1.104e-15 1.122e-15 4.253e-16 276.3068 460.87
DG3174 302.3570 117.3590 1.365e-15 1.075e-15 4.870e-16 277.0128 467.76
DG3175 297.4271 118.0887 1.623e-15 1.284e-15 5.631e-16 113.7839 455.4
DG3176 297.8280 118.7447 1.452e-15 1.147e-15 5.291e-16 163.2283 461.86
DG3177 301.1757 119.6542 7.167e-26 1.608e-27 8.373e-33 268.2532 463.26
DG3178 301.6598 120.5984 1.927e-15 1.470e-15 6.223e-16 182.1497 462.21
DG3179 300.1766 114.9695 1.728e-15 1.474e-15 7.004e-16 197.9712 456.88
DG3180 303.6490 121.1337 1.787e-15 1.411e-15 6.258e-16 176.0969 470.4
DG3181 301.6355 122.1750 1.346e-15 9.876e-16 5.057e-16 243.7841 469.18
DG3182 304.7895 116.8535 6.454e-26 1.653e-27 8.068e-33 161.8552 463.19
DG3183 300.9332 117.6803 1.458e-15 1.108e-15 4.884e-16 213.2756 467.88
DG3184 300.9854 120.3042 1.069e-15 8.868e-16 3.707e-16 337.0701 458.34
DG3185 303.1148 120.2628 1.199e-15 1.096e-15 4.886e-16 241.4748 475.85
DG3186 304.7059 118.4220 1.826e-15 1.498e-15 6.956e-16 155.5319 468.35
DG3187 303.2663 118.3687 1.964e-15 1.753e-15 7.073e-16 195.7766 460.45
DG3188 298.4066 118.5409 1.678e-15 1.248e-15 6.127e-16 164.2939 457.24
DG3189 297.0791 120.6376 1.780e-15 1.543e-15 6.980e-16 180.0087 460.97
DG3190 303.9157 115.9767 1.668e-15 1.389e-15 5.859e-16 158.9686 475.43
DG3191 287.1185 67.0742 1.844e-15 1.388e-15 4.020e-16 371.4168 693.02
DG3192 287.3569 67.4266 6.438e-16 6.698e-16 2.570e-16 109.9891 693.31
DG3193 287.0138 67.4252 5.272e-26 1.455e-27 6.006e-33 130.9486 696.36
DG3194 287.1448 67.5022 9.387e-16 7.661e-16 2.680e-16 99.4562 694.96
DG3195 286.8427 67.6779 6.546e-16 5.159e-16 2.199e-16 104.6614 695.36
DG3196 287.4963 66.8925 4.413e-16 3.683e-16 1.653e-16 119.795 693.92
DG3197 287.1435 67.4495 4.826e-26 1.383e-27 6.248e-33 118.083 694.14
DG3198 287.5908 67.1918 6.493e-16 4.939e-16 2.324e-16 96.5599 694.13
DG3199 287.6826 66.7742 7.326e-16 5.419e-16 2.676e-16 116.3676 695.87
DG3200 287.3860 66.8551 5.923e-26 1.408e-27 6.662e-33 113.3137 694.82
DG3201 287.0640 67.0593 5.422e-26 1.328e-27 6.657e-33 117.1044 692.67
DG3202 287.3947 66.9941 5.964e-16 5.129e-16 2.329e-16 104.8434 694.9
DG3203 286.7337 66.7686 5.774e-16 5.252e-16 2.153e-16 91.1294 697.32
DG3204 287.2669 67.0450 5.299e-26 1.443e-27 6.352e-33 127.2505 693.24
DG3205 287.1551 67.0005 6.039e-16 5.405e-16 2.250e-16 96.4381 694.82
DG3206 158.3138 53.6394 4.795e-16 3.582e-16 1.162e-16 118.0659 1565.1
DG3207 158.4801 53.8793 1.270e-25 3.035e-27 1.629e-32 61.4638 1567.67
